Citympg,price,Horsepower,Classification,Driveline,EngineType,FuelType,Height,Highwaympg,Hybrid,ID,Length,Make,ModelYear,NumberofForwardGears,Torque,Transmission,Width,Year
23,313000,170,Automatic transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,177,30,FALSE,2010 Volkswagen Jetta Limited Edition PZEV AT,202,Volkswagen,2010 Volkswagen Jetta,6,177,6 Speed Automatic,244,2010
22,314000,170,Manual transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,177,30,FALSE,2010 Volkswagen Jetta Sedan SE PZEV,202,Volkswagen,2010 Volkswagen Jetta,5,177,5 Speed Manual,244,2010
22,315000,170,Manual transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,177,30,FALSE,2010 Volkswagen Jetta SE,202,Volkswagen,2010 Volkswagen Jetta,5,177,5 Speed Manual,244,2010
21,316000,200,Manual transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,177,31,FALSE,2010 Volkswagen Jetta Wolfsburg Edition,202,Volkswagen,2010 Volkswagen Jetta,6,207,6 Speed Manual,244,2010
21,317000,200,Manual transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,177,31,FALSE,2010 Volkswagen Jetta Wolfsburg Edition PZEV,202,Volkswagen,2010 Volkswagen Jetta,6,207,6 Speed Manual,244,2010
30,318000,140,Manual transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,Gasoline,177,41,FALSE,2010 Volkswagen Jetta TDI Clean Diesel,202,Volkswagen,2010 Volkswagen Jetta,6,236,6 Speed Manual,244,2010
23,319000,170,Automatic transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,177,30,FALSE,2010 Volkswagen Jetta SEL PZEV AT,202,Volkswagen,2010 Volkswagen Jetta,6,177,6 Speed Automatic,244,2010
23,320000,170,Automatic transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,177,30,FALSE,2010 Volkswagen Jetta SEL AT,202,Volkswagen,2010 Volkswagen Jetta,6,177,6 Speed Automatic,244,2010
30,321000,140,Manual transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,Gasoline,177,41,FALSE,2010 Volkswagen Jetta TDI Cup Edition,202,Volkswagen,2010 Volkswagen Jetta,6,236,6 Speed Manual,244,2010
17,322000,260,Automatic transmission,Rear-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,Gasoline,19,22,FALSE,2010 Toyota FJ Cruiser,63,Toyota,2010 Toyota FJ Cruiser,5,271,5 Speed Automatic,113,2010
15,323000,260,Manual transmission,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,Gasoline,37,19,FALSE,2010 Toyota FJ Cruiser 4WD,63,Toyota,2010 Toyota FJ Cruiser,6,271,6 Speed Manual,113,2010
17,324000,260,Automatic transmission,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,Gasoline,37,21,FALSE,2010 Toyota FJ Cruiser 4WD AT,63,Toyota,2010 Toyota FJ Cruiser,5,271,5 Speed Automatic,113,2010
20,325000,187,Automatic transmission,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,Gasoline,194,25,FALSE,2011 Toyota Highlander,177,Toyota,2011 Toyota Highlander,6,186,6 Speed Automatic Select Shift,118,2011
20,326000,270,Automatic transmission,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,194,25,FALSE,2011 Toyota Highlander V6,177,Toyota,2011 Toyota Highlander,6,248,6 Speed Automatic Select Shift,118,2011
17,327000,270,Automatic transmission,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,194,22,FALSE,2011 Toyota Highlander V6 4WD,177,Toyota,2011 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2011
20,328000,187,Automatic transmission,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,Gasoline,224,25,FALSE,2011 Toyota Highlander SE,177,Toyota,2011 Toyota Highlander,6,186,6 Speed Automatic Select Shift,118,2011
18,329000,270,Automatic transmission,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,224,24,FALSE,2011 Toyota Highlander SE V6,177,Toyota,2011 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2011
17,330000,270,Automatic transmission,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,224,22,FALSE,2011 Toyota Highlander SE V6 4WD,177,Toyota,2011 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2011
18,331000,270,Automatic transmission,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,224,24,FALSE,2011 Toyota Highlander Limited,177,Toyota,2011 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2011
17,332000,270,Automatic transmission,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,224,22,FALSE,2011 Toyota Highlander Limited 4WD,177,Toyota,2011 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2011
20,333000,187,Automatic transmission,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,Gasoline,194,27,FALSE,2010 Toyota Highlander,177,Toyota,2010 Toyota Highlander,6,186,6 Speed Automatic,118,2010
18,334000,270,Automatic transmission,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,194,24,FALSE,2010 Toyota Highlander V6,177,Toyota,2010 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2010
17,335000,270,Automatic transmission,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,194,23,FALSE,2010 Toyota Highlander V6 4WD,177,Toyota,2010 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2010
18,336000,270,Automatic transmission,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,224,24,FALSE,2010 Toyota Highlander Sport,177,Toyota,2010 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2010
17,337000,270,Automatic transmission,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,224,23,FALSE,2010 Toyota Highlander Sport 4WD,177,Toyota,2010 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2010
18,338000,270,Automatic transmission,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,224,24,FALSE,2010 Toyota Highlander SE,177,Toyota,2010 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2010
17,339000,270,Automatic transmission,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,224,23,FALSE,2010 Toyota Highlander SE 4WD,177,Toyota,2010 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2010
18,340000,270,Automatic transmission,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,224,24,FALSE,2010 Toyota Highlander Limited,177,Toyota,2010 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2010
17,341000,270,Automatic transmission,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,Gasoline,224,23,FALSE,2010 Toyota Highlander Limited 4WD,177,Toyota,2010 Toyota Highlander,5,248,5 Speed Automatic Select Shift,118,2010
18,342000,271,Automatic transmission,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,Gasoline,132,27,FALSE,2011 Honda Accord Crosstour EX Hatchback,134,Honda,2011 Honda Accord Crosstour Hatchback,5,254,5 Speed Automatic,,2011
18,343000,271,Automatic transmission,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,Gasoline,132,27,FALSE,2011 Honda Accord Crosstour EX-L Hatchback,134,Honda,2011 Honda Accord Crosstour Hatchback,5,254,5 Speed Automatic,105,2011
18,344000,271,Automatic transmission,Four-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,Gasoline,132,26,FALSE,2011 Honda Accord Crosstour EX-L Hatchback 4WD,134,Honda,2011 Honda Accord Crosstour Hatchback,5,254,5 Speed Automatic,105,2011
13,345000,381,Automatic transmission,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,Gasoline,88,18,FALSE,2011 Toyota Land Cruiser,87,Toyota,2011 Toyota Land Cruiser,6,401,6 Speed Automatic Select Shift,179,2011
13,346000,381,Automatic transmission,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,Gasoline,88,18,FALSE,2010 Toyota Land Cruiser,87,Toyota,2010 Toyota Land Cruiser,6,401,6 Speed Automatic Select Shift,179,2010
26,347000,132,Manual transmission,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,Gasoline,13,32,FALSE,2011 Toyota Matrix,14,Toyota,2011 Toyota Matrix,5,128,5 Speed Manual,229,2011
25,348000,132,Automatic transmission,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,Gasoline,13,32,FALSE,2011 Toyota Matrix AT,14,Toyota,2011 Toyota Matrix,4,128,4 Speed Automatic,229,2011
21,349000,158,Manual transmission,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,Gasoline,13,28,FALSE,2011 Toyota Matrix S,14,Toyota,2011 Toyota Matrix,5,162,5 Speed Manual,229,2011
21,350000,158,Automatic transmission,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,Gasoline,13,29,FALSE,2011 Toyota Matrix S AT,14,Toyota,2011 Toyota Matrix,5,162,5 Speed Automatic Select Shift,229,2011
20,351000,158,Automatic transmission,All-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,Gasoline,24,26,FALSE,2011 Toyota Matrix S AT AWD,14,Toyota,2011 Toyota Matrix,4,162,4 Speed Automatic,229,2011
10,352000,631,Automatic transmission,Rear-wheel drive,Maybach 6.0L 12 Cylinder 631 hp 738 ft-lbs Turbo,Gasoline,38,16,FALSE,2010 Maybach 57 Zeppelin,95,Maybach,2010 Maybach 57,5,738,5 Speed Automatic Select Shift,189,2010
10,353000,543,Automatic transmission,Rear-wheel drive,Maybach 5.5L 12 Cylinder 543 hp 664 ft-lbs Turbo,Gasoline,38,16,FALSE,2010 Maybach 57,95,Maybach,2010 Maybach 57,5,664,5 Speed Automatic Select Shift,189,2010
10,354000,604,Automatic transmission,Rear-wheel drive,Maybach 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,Gasoline,1,16,FALSE,2010 Maybach 57 S,95,Maybach,2010 Maybach 57,5,738,5 Speed Automatic Select Shift,189,2010
10,355000,631,Automatic transmission,Rear-wheel drive,Maybach 6.0L 12 Cylinder 631 hp 738 ft-lbs Turbo,Gasoline,38,16,FALSE,2010 Maybach 57 Zeppelin,95,Maybach,2010 Maybach 57,5,738,5 Speed Automatic Select Shift,189,2011
10,356000,620,Automatic transmission,Rear-wheel drive,Maybach 6.0L 12 Cylinder 620 hp 738 ft-lbs Turbo,Gasoline,1,16,FALSE,2011 Maybach 57 S,95,Maybach,2011 Maybach 57,5,738,5 Speed Automatic Select Shift,189,2011
10,357000,543,Automatic transmission,Rear-wheel drive,Maybach 5.5L 12 Cylinder 543 hp 664 ft-lbs Turbo,Gasoline,38,16,FALSE,2010 Maybach 62,20,Maybach,2010 Maybach 62,5,664,5 Speed Automatic Select Shift,189,2010
10,358000,604,Automatic transmission,Rear-wheel drive,Maybach 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,Gasoline,38,16,FALSE,2010 Maybach 62 S,20,Maybach,2010 Maybach 62,5,738,5 Speed Automatic Select Shift,189,2010
10,359000,631,Automatic transmission,Rear-wheel drive,Maybach 6.0L 12 Cylinder 631 hp 738 ft-lbs Turbo,Gasoline,38,16,FALSE,2010 Maybach 62 Zeppelin,20,Maybach,2010 Maybach 62,5,738,5 Speed Automatic Select Shift,189,2010
10,360000,620,Automatic transmission,Rear-wheel drive,Maybach 6.0L 12 Cylinder 620 hp 738 ft-lbs Turbo,Gasoline,38,16,FALSE,2011 Maybach 62 S,20,Maybach,2011 Maybach 62,5,738,5 Speed Automatic Select Shift,189,2011
10,361000,543,Automatic transmission,Rear-wheel drive,Maybach 5.5L 12 Cylinder 543 hp 664 ft-lbs Turbo,Gasoline,38,16,FALSE,2011 Maybach 62,20,Maybach,2011 Maybach 62,5,664,5 Speed Automatic Select Shift,189,2011
10,362000,604,Automatic transmission,Rear-wheel drive,Maybach 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,Gasoline,38,16,FALSE,2009 Maybach Landaulet,20,Maybach,2009 Maybach Landaulet,5,738,5 Speed Automatic Select Shift,189,2009
10,363000,604,Automatic transmission,Rear-wheel drive,Maybach 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,Gasoline,38,16,FALSE,2010 Maybach Landaulet,20,Maybach,2010 Maybach Landaulet,5,738,5 Speed Automatic Select Shift,189,2010
10,364000,620,Automatic transmission,Rear-wheel drive,Maybach 6.0L 12 Cylinder 620 hp 738 ft-lbs Turbo,Gasoline,38,16,FALSE,2011 Maybach Landaulet,20,Maybach,2011 Maybach Landaulet,5,738,5 Speed Automatic Select Shift,189,2011
26,365000,132,Manual transmission,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,Gasoline,13,32,FALSE,2010 Toyota Matrix,14,Toyota,2010 Toyota Matrix,5,128,5 Speed Manual,229,2010
25,366000,132,Automatic transmission,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,Gasoline,13,31,FALSE,2010 Toyota Matrix  AT,14,Toyota,2010 Toyota Matrix,4,128,4 Speed Automatic,229,2010
21,367000,158,Manual transmission,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,Gasoline,13,28,FALSE,2010 Toyota Matrix  S,42,Toyota,2010 Toyota Matrix,5,162,5 Speed Manual,229,2010
21,368000,158,Automatic transmission,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,Gasoline,13,29,FALSE,2010 Toyota Matrix S AT,42,Toyota,2010 Toyota Matrix,5,162,5 Speed Automatic Select Shift,229,2010
20,369000,158,Automatic transmission,All-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,Gasoline,24,26,FALSE,2010 Toyota Matrix S AT AWD,42,Toyota,2010 Toyota Matrix,4,162,4 Speed Automatic,229,2010
21,370000,158,Manual transmission,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,Gasoline,23,28,FALSE,2010 Toyota Matrix XRS,42,Toyota,2010 Toyota Matrix,5,162,5 Speed Manual,229,2010
21,371000,158,Automatic transmission,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,Gasoline,23,29,FALSE,2010 Toyota Matrix XRS AT,42,Toyota,2010 Toyota Matrix,5,162,5 Speed Automatic Select Shift,229,2010
25,372000,132,Automatic transmission,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,Gasoline,13,31,FALSE,2010 Toyota Matrix  AT,14,Nissan,2010 Toyota Matrix,4,128,4 Speed Automatic,229,2010
12,373000,317,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,189,18,FALSE,2011 Nissan Armada SV 4x4 FFV,155,Nissan,2011 Nissan Armada,5,385,5 Speed Automatic,222,2011
12,374000,317,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,189,18,FALSE,2011 Nissan Armada Platinum 4x4,155,Nissan,2011 Nissan Armada,5,385,5 Speed Automatic,222,2011
12,375000,317,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,189,18,FALSE,2011 Nissan Armada SL 4x4 FFV,155,Nissan,2011 Nissan Armada,5,385,5 Speed Automatic,222,2011
13,376000,317,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,168,19,FALSE,2011 Nissan Armada Platinum,155,Nissan,2011 Nissan Armada,5,385,5 Speed Automatic,222,2011
12,377000,317,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,168,18,FALSE,2011 Nissan Armada SV FFV,155,Nissan,2011 Nissan Armada,5,385,5 Speed Automatic,222,2011
12,378000,317,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,Gasoline,168,18,FALSE,2011 Nissan Armada SL FFV,155,Nissan,2011 Nissan Armada,5,385,5 Speed Automatic,222,2011
23,379000,170,Manual transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,223,33,FALSE,2011 Volkswagen Jetta SportWagen S PZEV,204,Volkswagen,2011 Volkswagen Jetta SportWagen,5,177,5 Speed Manual,244,2011
24,380000,170,Automatic transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,223,31,FALSE,2011 Volkswagen Jetta SportWagen S PZEV AT,204,Volkswagen,2011 Volkswagen Jetta SportWagen,6,177,6 Speed Automatic,244,2011
23,381000,170,Manual transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,223,33,FALSE,2011 Volkswagen Jetta SportWagen S,204,Volkswagen,2011 Volkswagen Jetta SportWagen,5,177,5 Speed Manual,244,2011
24,382000,170,Automatic transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,223,31,FALSE,2011 Volkswagen Jetta SportWagen S AT,204,Volkswagen,2011 Volkswagen Jetta SportWagen,6,177,6 Speed Automatic,244,2011
24,383000,170,Automatic transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,223,31,FALSE,2011 Volkswagen Jetta SportWagen SE,204,Volkswagen,2011 Volkswagen Jetta SportWagen,6,177,6 Speed Automatic,244,2011
24,384000,170,Automatic transmission,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,Gasoline,223,31,FALSE,2011 Volkswagen Jetta SportWagen SE PZEV,204,Volkswagen,2011 Volkswagen Jetta SportWagen,6,177,6 Speed Automatic,244,2011
30,385000,140,Manual transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,Gasoline,223,42,FALSE,2011 Volkswagen Jetta SportWagen TDI Clean Diesel,204,Volkswagen,2011 Volkswagen Jetta SportWagen,6,236,6 Speed Manual,244,2011
27,386000,108,Manual transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,35,FALSE,2011 Chevrolet Aveo  LS,214,Chevrolet,2011 Chevrolet Aveo,5,105,5 Speed Manual,173,2011
27,387000,108,Manual transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,35,FALSE,2011 Chevrolet Aveo  1LT,214,Chevrolet,2011 Chevrolet Aveo,5,105,5 Speed Manual,173,2011
25,388000,108,Automatic transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,34,FALSE,2011 Chevrolet Aveo  1LT AT,214,Chevrolet,2011 Chevrolet Aveo,4,105,4 Speed Automatic,173,2011
27,389000,108,Manual transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,35,FALSE,2011 Chevrolet Aveo  2LT,214,Chevrolet,2011 Chevrolet Aveo,5,105,5 Speed Manual,173,2011
25,390000,108,Automatic transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,34,FALSE,2011 Chevrolet Aveo  2LT AT,214,Chevrolet,2011 Chevrolet Aveo,4,105,4 Speed Automatic,173,2011
21,391000,200,Manual transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,137,31,FALSE,2010 Volkswagen CC Sport PZEV,215,Volkswagen,2010 Volkswagen CC,6,207,6 Speed Manual,,2010
21,392000,200,Manual transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,137,31,FALSE,2010 Volkswagen CC Sport,190,Volkswagen,2010 Volkswagen CC,6,207,6 Speed Manual,62,2010
18,393000,280,Automatic transmission,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,Gasoline,137,27,FALSE,2010 Volkswagen CC VR6 Sport,190,Volkswagen,2010 Volkswagen CC,6,265,6 Speed Automatic,62,2010
17,394000,280,Automatic transmission,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,Gasoline,137,25,FALSE,2010 Volkswagen CC VR6 4Motion Executive,190,Volkswagen,2010 Volkswagen CC,6,265,6 Speed Automatic,62,2010
16,395000,350,Automatic transmission,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,Gasoline,179,24,FALSE,2011 Audi A6 Sedan 4.2,52,Audi,2011 Audi A6 Sedan,6,325,6 Speed Automatic Select Shift,237,2011
18,396000,300,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,Gasoline,179,26,FALSE,2010 Audi A6 Sedan 3.0 T,52,Audi,2010 Audi A6 Sedan,6,310,6 Speed Automatic Select Shift,220,2010
27,397000,108,Manual transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,35,FALSE,2011 Chevrolet  Aveo5 LS,79,Chevrolet,2011 Chevrolet Aveo5,5,105,5 Speed Manual,142,2011
27,398000,108,Manual transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,35,FALSE,2011 Chevrolet  Aveo5 1LT,79,Chevrolet,2011 Chevrolet Aveo5,5,105,5 Speed Manual,142,2011
25,399000,108,Automatic transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,34,FALSE,2011 Chevrolet  Aveo5 1LT AT,79,Chevrolet,2011 Chevrolet Aveo5,4,105,4 Speed Automatic,142,2011
27,400000,108,Manual transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,35,FALSE,2011 Chevrolet  Aveo5 2LT,79,Chevrolet,2011 Chevrolet Aveo5,5,105,5 Speed Manual,142,2011
25,401000,108,Automatic transmission,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,Gasoline,226,34,FALSE,2011 Chevrolet  Aveo5 2LT AT,79,Chevrolet,2011 Chevrolet Aveo5,4,105,4 Speed Automatic,142,2011
16,402000,350,Automatic transmission,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,Gasoline,179,23,FALSE,2010 Audi A6 Sedan 4.2,52,Audi,2010 Audi A6 Sedan,6,325,6 Speed Automatic Select Shift,220,2010
18,403000,300,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,Gasoline,198,26,FALSE,2011 Audi A6 Avant,69,Audi,2011 Audi A6 Avant,6,310,6 Speed Automatic Select Shift,220,2011
18,404000,300,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,Gasoline,198,26,FALSE,2010 Audi A6 Avant,69,Audi,2010 Audi A6 Avant,6,310,6 Speed Automatic Select Shift,220,2010
18,405000,310,Automatic transmission,All-wheel drive,Audi 3.0L 6 Cylinder 310 hp 325 ft-lbs,Gasoline,140,28,FALSE,2012 Audi A7,105,Audi,2012 Audi A7,8,325,8 Speed Automatic Select Shift,91,2012
17,406000,372,Automatic transmission,All-wheel drive,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,Gasoline,180,27,FALSE,2011 Audi A8,17,Audi,2011 Audi A8,8,328,8 Speed Automatic Select Shift,63,2011
17,407000,372,Automatic transmission,All-wheel drive,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,Gasoline,191,27,FALSE,2011 Audi A8 L,147,Audi,2011 Audi A8,8,328,8 Speed Automatic Select Shift,63,2011
12,408000,317,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,189,18,FALSE,2010 Nissan Armada SE 4x4,155,Nissan,2010 Nissan Armada,5,385,5 Speed Automatic,222,2010
12,409000,317,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,189,18,FALSE,2010 Nissan Armada Titanium 4x4,155,Nissan,2010 Nissan Armada,5,385,5 Speed Automatic,222,2010
12,410000,317,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,168,18,FALSE,2010 Nissan Armada Platinum,155,Nissan,2010 Nissan Armada,5,385,5 Speed Automatic,222,2010
12,411000,317,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,168,18,FALSE,2010 Nissan Armada SE,155,Nissan,2010 Nissan Armada,5,385,5 Speed Automatic,222,2010
12,412000,317,Automatic transmission,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,168,18,FALSE,2010 Nissan Armada Titanium,155,Nissan,2010 Nissan Armada,5,385,5 Speed Automatic,222,2010
12,413000,317,Automatic transmission,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,Gasoline,189,18,FALSE,2010 Nissan Armada Platinum 4x4,155,Nissan,2010 Nissan Armada,5,385,5 Speed Automatic,222,2010
16,414000,350,Automatic transmission,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,Gasoline,164,23,FALSE,2010 Audi A8 L,198,Audi,2010 Audi A8,6,325,6 Speed Automatic Select Shift,236,2010
16,415000,350,Automatic transmission,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,Gasoline,164,23,FALSE,2010 Audi A8,198,Audi,2010 Audi A8,6,325,6 Speed Automatic Select Shift,236,2010
25,416000,122,Manual transmission,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,Gasoline,115,30,FALSE,2011 Nissan Cube 1.8,140,Nissan,2011 Nissan Cube,6,127,6 Speed Manual,158,2011
25,417000,122,Manual transmission,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,Gasoline,115,30,FALSE,2011 Nissan Cube 1.8 S,140,Nissan,2011 Nissan Cube,6,127,6 Speed Manual,158,2011
25,418000,122,Manual transmission,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,Gasoline,115,30,FALSE,2010 Nissan Cube 1.8,140,Nissan,2010 Nissan Cube,6,127,6 Speed Manual,158,2010
